"background size","chart color","description","Evidence codes","intersecting genes","intersection size","network.SUID","nodes.SUID","p-value","precision","query size","recall","source","term id","term name","term size"
"22097","","""A component of a cell contained within (but not including) the plasma membrane. In eukaryotes it includes the nucleus and cytoplasm."" [ISBN:0198506732]","""IPI""|""IC""|""NAS""|""TAS""|""EXP""|""IMP""|""ISS""|""ISA""|""IBA""|""IEA""|""IDA""|""HDA""","EIF4A1|PHB1|KDELR1|ECI2|CCP110|UBE2L3|MAGEA8|HERC2|PSMD4|P0DTD1-PRO_0000449633|MAGEA1|CCDC92|TANGO6|MEF2C|SMARCC2|RPL21|ECH1|MTUS1|ubiq_human|SCAMP1|OR6T1|FAM133A|EID1|MTAP|MARF1|LARS1|RPL29|TP53|CFTR|CGGBP1|PDE1B|COPS7B|KLK7|GMCL2|TP53BP2|PRELID3A|VASP|BBS1|PARVA|UBAC2|RPS26|H1-4|HAL|DAZAP2|UBXN1|ZNF250|ipi00768616-rat-pro|ZFAND2B|FAF2|MEOX2|MEOX1|Rhoa|E6|E7|TIMP2|NELFCD|RAC1|ZNF366|Psmb5|TCF19|RMI1|NSUN2|PpD3|HBA1|PAX5|HIST2H2BF|UCHL5|RHOA|TUBB2B|AFTPH|RARA|PIGF|CSTPP1|ALOX12B|PAK1|RNASE7|b3kpl7_human|AHSP|DISC1|CCT4|Psmd6|CA10|KTN1|PSMC4|PSMC1|TTC3|SERHL2|EEF1AKMT3|UBE3C|PRAG1|ZFAND6|UBE2D2|KLHL38|ZFAND5|JADE1|UBE2D1|UBE3A|Tnf|TEPSIN|RPH3A|CAPN3|POTEF|ZNF446|KRT6B|TMEM14B|NOMO2|KDM2A|ANKRD49|H2AC4|ATG9A|MID2|KRT72|DOK4|MAP7D1|MAP7D2|S100A4|Ube3a|PSMD10|PSMD12|MAGEA12|PSMD14|TMEM31|PSAP|UBC|TBC1D14|Rtkn|RHBDD2|IDH1|FUZ|SEM1|NR4A3|PIP|TRPV5|UBE2N|LCN1|SRPRB|SLC25A1|YWHAE|TAT|WDR4|Arhgef15|SUMO3|SNAPC3|CEP170|TRIM65|TTC23L|RBM14|CELA2B|PLAUR|RAD23A|YWHAZ|RAD23B|H2BC12|Epha4|ACTBL2|CCDC74A|MCM6|EAPP|USP14|OR5M8|Mvl|ASAP3|Ephb2","163","225133","226399|226543|226175|226387|226361|225923|226069|225507|225255|226217|226181|226123|226677|225911|226295|226607|226377|226529|225935|226015|226213|226151|225979|226519|225361|226491|226621|225241|225895|225533|225999|226133|226463|226167|225805|226235|226737|226111|225995|225833|226635|226335|226435|225547|226755|225867|226319|226761|226147|225669|225655|225277|225169|226051|226685|226075|225161|226765|226239|226027|226083|225511|226231|226059|225689|225955|225483|225213|226699|226035|226011|226221|226039|226357|225163|226591|225351|225337|225971|226365|226267|226115|226487|226247|226243|226031|226289|226143|226715|226003|226749|225959|225357|226745|225453|226331|225167|226321|226307|225287|225963|226555|225881|226467|225445|225991|226457|226103|226409|225345|225683|226479|226139|226503|226187|226277|225945|226251|226255|225637|226263|226315|226007|225383|226023|225211|225431|225403|226161|226281|225423|226549|226325|225927|226497|226301|226663|226095|225217|226091|225491|226019|225367|226369|226087|225819|226577|226127|226225|225757|226099|225771|226423|225941|226349|226119|225301|225975|226727|226209|225947|225341|225489","8.285004317516524E-4","0.9314285714285714","175","0.0091398452394303","Gene Ontology Cellular Component branch","GO:0005622","intracellular anatomical structure","17834"
"10842","","MAPK family signaling cascades","""REAC""","PHB1|PSMD4|E6|HIST2H2BF|PIGF|PAK1|RNASE7|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12|Epha4","15","225133","226543|225255|225169|225955|226221|225163|226591|225991|226457|226409|225345|225683|226139|226255|225941","8.33928649159725E-4","0.12195121951219512","123","0.048701298701298704","Reactome pathways","REAC:R-HSA-5683057","MAPK family signaling cascades","308"
"10842","","Toll Like Receptor 3 (TLR3) Cascade","""REAC""","TANGO6|LARS1|CA10|PSMC1|MID2|DOK4|TMEM31|CELA2B|USP14","9","225133","226677|226491|226115|226243|225683|226139|226315|226127|226727","9.985036057359898E-4","0.07317073170731707","123","0.08737864077669903","Reactome pathways","REAC:R-HSA-168164","Toll Like Receptor 3 (TLR3) Cascade","103"
"8484","","Ubiquitin mediated proteolysis","""KEGG""","UBE2L3|HERC2|RPL17|CA10|PSMC1|TTC3|MID2|DOK4|TMEM31","9","225133","225923|225507|226595|226115|226243|226031|225683|226139|226315","0.0010610984708985967","0.10344827586206896","87","0.06428571428571428","KEGG","KEGG:04120","Ubiquitin mediated proteolysis","140"
"22097","","""Organized structure of distinctive morphology and function, occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:go_curators]","""IPI""|""IC""|""NAS""|""TAS""|""EXP""|""IMP""|""ISS""|""ISA""|""IBA""|""IEA""|""IDA""|""HDA""","EIF4A1|PHB1|KDELR1|ECI2|CCP110|UBE2L3|MAGEA8|HERC2|PSMD4|P0DTD1-PRO_0000449633|MAGEA1|TANGO6|MEF2C|SMARCC2|RPL21|ECH1|MTUS1|ubiq_human|SCAMP1|OR6T1|FAM133A|EID1|MTAP|MARF1|LARS1|RPL29|TP53|CGGBP1|PDE1B|COPS7B|KLK7|GMCL2|TP53BP2|PRELID3A|VASP|BBS1|PARVA|UBAC2|H1-4|HAL|DAZAP2|UBXN1|ZNF250|ipi00768616-rat-pro|ZFAND2B|FAF2|MEOX2|MEOX1|Rhoa|E6|E7|TIMP2|NELFCD|RAC1|ZNF366|Psmb5|TCF19|RMI1|NSUN2|PpD3|HBA1|PAX5|HIST2H2BF|TUBB2B|AFTPH|RARA|PIGF|CSTPP1|ALOX12B|PAK1|RNASE7|b3kpl7_human|AHSP|DISC1|CCT4|CA10|PSMC4|PSMC1|TTC3|SERHL2|EEF1AKMT3|UBE3C|PRAG1|ZFAND6|UBE2D2|KLHL38|ZFAND5|JADE1|UBE2D1|UBE3A|Tnf|TEPSIN|RPH3A|CAPN3|ZNF446|KRT6B|TMEM14B|NOMO2|KDM2A|ANKRD49|H2AC4|ATG9A|MID2|KRT72|DOK4|MAP7D1|MAP7D2|S100A4|Ube3a|PSMD10|PSMD12|MAGEA12|PSMD14|TMEM31|PSAP|UBC|TBC1D14|Rtkn|IDH1|SEM1|NR4A3|PIP|TRPV5|UBE2N|LCN1|SRPRB|SLC25A1|YWHAE|TAT|WDR4|Arhgef15|SUMO3|SNAPC3|CEP170|TRIM65|TTC23L|RBM14|CELA2B|PLAUR|RAD23A|YWHAZ|RAD23B|H2BC12|Epha4|ACTBL2|CCDC74A|MCM6|EAPP|USP14|OR5M8|Mvl|ASAP3","152","225133","226399|226543|226175|226387|226361|225923|226069|225507|225255|226217|226181|226677|225911|226295|226607|226377|226529|225935|226015|226213|226151|225979|226519|225361|226491|226621|225241|225533|225999|226133|226463|226167|225805|226235|226737|226111|225995|225833|226335|226435|225547|226755|225867|226319|226761|226147|225669|225655|225277|225169|226051|226685|226075|225161|226765|226239|226027|226083|225511|226231|226059|225689|225955|226699|226035|226011|226221|226039|226357|225163|226591|225351|225337|225971|226365|226115|226247|226243|226031|226289|226143|226715|226003|226749|225959|225357|226745|225453|226331|225167|226321|226307|225287|225963|225881|226467|225445|225991|226457|226103|226409|225345|225683|226479|226139|226503|226187|226277|225945|226251|226255|225637|226263|226315|226007|225383|226023|225211|225403|226281|225423|226549|226325|225927|226497|226301|226663|226095|225217|226091|225491|226019|225367|226369|226087|225819|226577|226127|226225|225757|226099|225771|226423|225941|226349|226119|225301|225975|226727|226209|225947|225341","0.0011122918659630433","0.8685714285714285","175","0.009489324509926332","Gene Ontology Cellular Component branch","GO:0043229","intracellular organelle","16018"
"20212","","""Binding to histone deacetylase."" [GOC:jl]","""IPI""|""IBA""|""IEA""|""IDA""","PHB1|MAGEA8|P0DTD1-PRO_0000449633|TANGO6|LARS1|UBAC2|NSUN2|ANKRD49|Rtkn","9","225133","226543|226069|226217|226677|226491|225833|225511|226103|225211","0.0011334154896290288","0.05113636363636364","176","0.07086614173228346","Gene Ontology Molecular Function","GO:0042826","histone deacetylase binding","127"
"10842","","M Phase","""REAC""","CCP110|PSMD4|E6|TCF19|PIGF|PAK1|RNASE7|PSMC1|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12|Rtkn|SUMO3","17","225133","226361|225255|225169|226027|226221|225163|226591|226243|225991|226457|226409|225345|225683|226139|226255|225211|226019","0.0013097701506857543","0.13821138211382114","123","0.04187192118226601","Reactome pathways","REAC:R-HSA-68886","M Phase","406"
"10842","","MyD88-independent TLR4 cascade ","""REAC""","TANGO6|LARS1|CA10|PSMC1|MID2|DOK4|TMEM31|CELA2B|USP14","9","225133","226677|226491|226115|226243|225683|226139|226315|226127|226727","0.0013733194837334912","0.07317073170731707","123","0.08411214953271028","Reactome pathways","REAC:R-HSA-166166","MyD88-independent TLR4 cascade ","107"
"10842","","TRIF(TICAM1)-mediated TLR4 signaling ","""REAC""","TANGO6|LARS1|CA10|PSMC1|MID2|DOK4|TMEM31|CELA2B|USP14","9","225133","226677|226491|226115|226243|225683|226139|226315|226127|226727","0.0013733194837334912","0.07317073170731707","123","0.08411214953271028","Reactome pathways","REAC:R-HSA-937061","TRIF(TICAM1)-mediated TLR4 signaling ","107"
"21031","","""Any process that modulates the frequency, rate, or extent of the chemical reactions and pathways resulting in the breakdown of substances."" [GOC:go_curators]","""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","PHB1|LARS1|HAL|MEOX2|NELFCD|Psmb5|TUBB2B|PAK1|RNASE7|TTC3|SERHL2|RPH3A|NOMO2|H2AC4|MID2|KRT72|MAP7D1|Ube3a|UBC|UBE2N|TAT|Arhgef15|CELA2B|RAD23B|ACTBL2","25","225133","226543|226491|226435|225669|226075|226239|226699|225163|226591|226031|226289|225287|225991|226409|225683|226479|226503|225945|225383|225927|225217|225491|226127|225771|226349","0.0014343260834707452","0.14705882352941177","170","0.024366471734892786","Gene Ontology Biological Process","GO:0009894","regulation of catabolic process","1026"
"8286","","Ciliary landscape","""WP""","CGGBP1|PRELID3A|PAK1|CA10|KDM2A|ATG9A|S100A4|PSMD10|PIP|SRPRB|TRIM65|TTC23L","12","225133","225533|226235|225163|226115|226457|225345|226277|226251|226549|226301|226087|225819","0.0014737993687154135","0.12","100","0.056074766355140186","WikiPathways","WP:WP4352","Ciliary landscape","214"
"8484","","Amyotrophic lateral sclerosis","""KEGG""","PSMD4|LARS1|E6|TCF19|PIGF|PAK1|RNASE7|SERHL2|KDM2A|H2AC4|ATG9A|PSMD12|RAD23B|ACTBL2","14","225133","225255|226491|225169|226027|226221|225163|226591|226289|226457|226409|225345|226255|225771|226349","0.0014808581443333654","0.16091954022988506","87","0.03856749311294766","KEGG","KEGG:05014","Amyotrophic lateral sclerosis","363"
"21031","","""Any process that modulates the frequency, rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GOC:isa_complete]","""IPI""|""IGI""|""TAS""|""IMP""|""ISS""|""IEA""|""IDA""","PHB1|UBE2L3|CCDC92|TANGO6|MTUS1|MTAP|LARS1|RPL29|H1-4|HAL|FAF2|MEOX2|RAC1|NSUN2|HIST2H2BF|TUBB2B|RARA|SERHL2|PRAG1|RPH3A|NOMO2|KRT72|TMEM31|UBC|Rtkn|FUZ|SEM1|TRPV5|YWHAE|SNAPC3|PLAUR|RAD23A|RAD23B|H2BC12|Ephb2","35","225133","226543|225923|226123|226677|226529|226519|226491|226621|226335|226435|226147|225669|225161|225511|225955|226699|226011|226289|226003|225287|225991|226479|226315|225383|225211|226161|226281|226325|226095|225367|226225|225757|225771|226423|225489","0.0015157522462324242","0.20588235294117646","170","0.019455252918287938","Gene Ontology Biological Process","GO:0065009","regulation of molecular function","1799"
"10842","","E3 ubiquitin ligases ubiquitinate target proteins","""REAC""","UBE2L3|CA10|PSMC1|MID2|DOK4|TMEM31|SUMO3","7","225133","225923|226115|226243|225683|226139|226315|226019","0.001593523935483267","0.056910569105691054","123","0.1206896551724138","Reactome pathways","REAC:R-HSA-8866654","E3 ubiquitin ligases ubiquitinate target proteins","58"
"8484","","Prion disease","""KEGG""","PSMD4|E6|TCF19|PIGF|PAK1|RNASE7|SERHL2|KDM2A|H2AC4|ATG9A|PSMD12|USP14","12","225133","225255|225169|226027|226221|225163|226591|226289|226457|226409|225345|226255|226727","0.0016282307618982889","0.13793103448275862","87","0.04428044280442804","KEGG","KEGG:05020","Prion disease","271"
"10842","","IKK complex recruitment mediated by RIP1","""REAC""","CA10|PSMC1|MID2|DOK4|TMEM31","5","225133","226115|226243|225683|226139|226315","0.0016420042079285128","0.04065040650406504","123","0.22727272727272727","Reactome pathways","REAC:R-HSA-937041","IKK complex recruitment mediated by RIP1","22"
"8484","","Pathways of neurodegeneration - multiple diseases","""KEGG""","UBE2L3|PSMD4|E6|TCF19|PIGF|PAK1|RNASE7|SERHL2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12|H2BC12|USP14","16","225133","225923|225255|225169|226027|226221|225163|226591|226289|226457|226409|225345|225683|226139|226255|226423|226727","0.0018289864013667364","0.1839080459770115","87","0.03375527426160337","KEGG","KEGG:05022","Pathways of neurodegeneration - multiple diseases","474"
"10842","","Post-translational protein modification","""REAC""","KDELR1|CCP110|UBE2L3|HERC2|PSMD4|LARS1|RPL29|CGGBP1|HAL|FAF2|E6|Psmb5|TCF19|NSUN2|PpD3|PIGF|ALOX12B|PAK1|RNASE7|CA10|PSMC1|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12|TMEM31|SEM1|YWHAE|TAT|Arhgef15|SUMO3|CELA2B","35","225133","226175|226361|225923|225507|225255|226491|226621|225533|226435|226147|225169|226239|226027|225511|226231|226221|226357|225163|226591|226115|226243|225991|226457|226409|225345|225683|226139|226255|226315|226281|226095|225217|225491|226019|226127","0.001934104086467946","0.2845528455284553","123","0.02466525722339676","Reactome pathways","REAC:R-HSA-597592","Post-translational protein modification","1419"
"10842","","Global Genome Nucleotide Excision Repair (GG-NER)","""REAC""","CGGBP1|MID2|DOK4|TMEM31|SEM1|TAT|Arhgef15|EAPP","8","225133","225533|225683|226139|226315|226281|225217|225491|225975","0.0019453607921993772","0.06504065040650407","123","0.09523809523809523","Reactome pathways","REAC:R-HSA-5696399","Global Genome Nucleotide Excision Repair (GG-NER)","84"
"10842","","Peroxisomal protein import","""REAC""","RPL21|Psmd6|CA10|PSMC1|MID2|DOK4|Ube3a","7","225133","226607|226267|226115|226243|225683|226139|225945","0.0020088136122083425","0.056910569105691054","123","0.11666666666666667","Reactome pathways","REAC:R-HSA-9033241","Peroxisomal protein import","60"
"10842","","Intracellular signaling by second messengers","""REAC""","PSMD4|LARS1|CFTR|E6|PIGF|PAK1|RNASE7|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12","14","225133","225255|226491|225895|225169|226221|225163|226591|225991|226457|226409|225345|225683|226139|226255","0.002249353455858841","0.11382113821138211","123","0.04794520547945205","Reactome pathways","REAC:R-HSA-9006925","Intracellular signaling by second messengers","292"
"10842","","PIP3 activates AKT signaling","""REAC""","PSMD4|LARS1|E6|PIGF|PAK1|RNASE7|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12","13","225133","225255|226491|225169|226221|225163|226591|225991|226457|226409|225345|225683|226139|226255","0.0022566239845465655","0.10569105691056911","123","0.051587301587301584","Reactome pathways","REAC:R-HSA-1257604","PIP3 activates AKT signaling","252"
"3383","","26S proteasome","""CORUM""","PSMD4|E6|PAK1|RNASE7|ATG9A","5","225133","225255|225169|225163|226591|225345","0.0026531431935547744","0.07936507936507936","63","0.2631578947368421"," Manually annotated protein complexes from mammalian organisms","CORUM:181","26S proteasome","19"
"10842","","Josephin domain DUBs","""REAC""","MID2|DOK4|TAT|Arhgef15","4","225133","225683|226139|225217|225491","0.003058024822251608","0.032520325203252036","123","0.3333333333333333","Reactome pathways","REAC:R-HSA-5689877","Josephin domain DUBs","12"
"10842","","Formation of Incision Complex in GG-NER","""REAC""","MID2|DOK4|TMEM31|SEM1|TAT|Arhgef15","6","225133","225683|226139|226315|226281|225217|225491","0.003427824031416425","0.04878048780487805","123","0.13953488372093023","Reactome pathways","REAC:R-HSA-5696395","Formation of Incision Complex in GG-NER","43"
"10842","","RAF/MAP kinase cascade","""REAC""","PHB1|PSMD4|E6|PIGF|PAK1|RNASE7|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12","13","225133","226543|225255|225169|226221|225163|226591|225991|226457|226409|225345|225683|226139|226255","0.003738399072409492","0.10569105691056911","123","0.04924242424242424","Reactome pathways","REAC:R-HSA-5673001","RAF/MAP kinase cascade","264"
"10842","","Death Receptor Signaling","""REAC""","UBE2L3|CCDC92|FAF2|CA10|PSMC1|SERHL2|MID2|DOK4|Rtkn|FUZ","10","225133","225923|226123|226147|226115|226243|226289|225683|226139|225211|226161","0.003758515297841499","0.08130081300813008","123","0.06535947712418301","Reactome pathways","REAC:R-HSA-73887","Death Receptor Signaling","153"
"8484","","Protein processing in endoplasmic reticulum","""KEGG""","HAL|CA10|PSMC1|TAT|Arhgef15|RAD23B|H2BC12|ACTBL2|USP14","9","225133","226435|226115|226243|225217|225491|225771|226423|226349|226727","0.0045330909035226265","0.10344827586206896","87","0.05357142857142857","KEGG","KEGG:04141","Protein processing in endoplasmic reticulum","168"
"10842","","MAPK1/MAPK3 signaling","""REAC""","PHB1|PSMD4|E6|PIGF|PAK1|RNASE7|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12","13","225133","226543|225255|225169|226221|225163|226591|225991|226457|226409|225345|225683|226139|226255","0.004574584265826914","0.10569105691056911","123","0.048327137546468404","Reactome pathways","REAC:R-HSA-5684996","MAPK1/MAPK3 signaling","269"
"10842","","Innate Immune System","""REAC""","PSMD4|TANGO6|ubiq_human|LARS1|ZNF250|FAF2|MEOX2|E6|HIST2H2BF|UCHL5|PIGF|PAK1|RNASE7|CA10|PSMC1|NOMO2|KDM2A|H2AC4|ATG9A|MID2|KRT72|DOK4|Ube3a|PSMD12|TMEM31|YWHAE|CELA2B|USP14|ASAP3","29","225133","225255|226677|225935|226491|225867|226147|225669|225169|225955|225483|226221|225163|226591|226115|226243|225991|226457|226409|225345|225683|226479|226139|225945|226255|226315|226095|226127|226727|225341","0.004705954193965727","0.23577235772357724","123","0.02633969118982743","Reactome pathways","REAC:R-HSA-168249","Innate Immune System","1101"
"10842","","Metabolism of RNA","""REAC""","EIF4A1|PSMD4|SMARCC2|MARF1|PARVA|E6|NELFCD|AFTPH|PIGF|PAK1|RNASE7|TEPSIN|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12|UBC|IDH1|WDR4","22","225133","226399|225255|226295|225361|225995|225169|226075|226035|226221|225163|226591|226307|225991|226457|226409|225345|225683|226139|226255|225383|225403|226091","0.00471690504259994","0.17886178861788618","123","0.03138373751783167","Reactome pathways","REAC:R-HSA-8953854","Metabolism of RNA","701"
"21031","","""Any process that activates or increases the rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GO:jl]","""IPI""|""IGI""|""IMP""|""ISS""|""IEA""|""IDA""","PHB1|UBE2L3|TANGO6|MTUS1|MTAP|RPL29|H1-4|FAF2|RAC1|NSUN2|HIST2H2BF|RARA|SERHL2|PRAG1|RPH3A|NOMO2|KRT72|TMEM31|UBC|YWHAE|SNAPC3|PLAUR|RAD23A|H2BC12|Ephb2","25","225133","226543|225923|226677|226529|226519|226621|226335|226147|225161|225511|225955|226011|226289|226003|225287|225991|226479|226315|225383|226095|225367|226225|225757|226423|225489","0.004776029977645376","0.14705882352941177","170","0.022789425706472195","Gene Ontology Biological Process","GO:0044093","positive regulation of molecular function","1097"
"10842","","Regulation of TNFR1 signaling","""REAC""","UBE2L3|CA10|PSMC1|SERHL2|MID2|DOK4","6","225133","225923|226115|226243|226289|225683|226139","0.005122423457921817","0.04878048780487805","123","0.13043478260869565","Reactome pathways","REAC:R-HSA-5357905","Regulation of TNFR1 signaling","46"
"8484","","Huntington disease","""KEGG""","PSMD4|LARS1|E6|TCF19|PIGF|PAK1|RNASE7|KDM2A|H2AC4|ATG9A|PSMD12|USP14","12","225133","225255|226491|225169|226027|226221|225163|226591|226457|226409|225345|226255|226727","0.0052110972039091106","0.13793103448275862","87","0.03934426229508197","KEGG","KEGG:05016","Huntington disease","305"
"20045","","Factor: YY2; motif: NCCGCCATNTY; match class: 1","""TF""","MAGEA8|Ngef|RPL21|OR6T1|BBS1|b3kpl7_human|DISC1|RPL17|TTC3|UBE2D1|ANKRD49|DOK4|PSMD10|PSAP|UBC|Rtkn|IDH1|TAT|Arhgef15|RBM14|CCDC74A|Ephb2","22","225133","226069|225939|226607|226213|226111|225351|225971|226595|226031|226331|226103|226139|226251|226007|225383|225211|225403|225217|225491|226577|226119|225489","0.007369167425563803","0.12222222222222222","180","0.02788339670468948","Transfac transcription factor binding site predictions","TF:M03925_1","Factor: YY2; motif: NCCGCCATNTY; match class: 1","789"
"21031","","""Any process that modulates the physical form of a synapse, the junction between a neuron and a target (neuron, muscle, or secretory cell)."" [GOC:ai, GOC:dph, GOC:tb]","""IGI""|""IMP""|""ISS""|""IEA""|""IDA""","CCDC92|TANGO6|FAF2|TUBB2B|TTC3|SERHL2|UBC|FUZ|WDR4|SNAPC3|RAD23A","11","225133","226123|226677|226147|226699|226031|226289|225383|226161|226091|225367|225757","0.008246866753563313","0.06470588235294118","170","0.045454545454545456","Gene Ontology Biological Process","GO:0050807","regulation of synapse organization","242"
"10842","","Synthesis of active ubiquitin: roles of E1 and E2 enzymes","""REAC""","UBE2L3|CA10|PSMC1|MID2|DOK4","5","225133","225923|226115|226243|225683|226139","0.008263114561539612","0.04065040650406504","123","0.16666666666666666","Reactome pathways","REAC:R-HSA-8866652","Synthesis of active ubiquitin: roles of E1 and E2 enzymes","30"
"10842","","DNA Double-Strand Break Repair","""REAC""","HERC2|LARS1|HAL|TIMP2|MID2|DOK4|PSMD12|TMEM31|SUMO3|EAPP","10","225133","225507|226491|226435|226685|225683|226139|226255|226315|226019|225975","0.008532016381695068","0.08130081300813008","123","0.05952380952380952","Reactome pathways","REAC:R-HSA-5693532","DNA Double-Strand Break Repair","168"
"10842","","DNA Repair","""REAC""","HERC2|LARS1|CGGBP1|HAL|TIMP2|MID2|DOK4|PSMD12|TMEM31|SEM1|TAT|Arhgef15|SUMO3|EAPP","14","225133","225507|226491|225533|226435|226685|225683|226139|226255|226315|226281|225217|225491|226019|225975","0.00870661648329194","0.11382113821138211","123","0.0425531914893617","Reactome pathways","REAC:R-HSA-73894","DNA Repair","329"
"3383","","Ubiquilin-proteasome complex","""CORUM""","TTC3|RAD23B|ACTBL2","3","225133","226031|225771|226349","0.008766926521437894","0.047619047619047616","63","0.6"," Manually annotated protein complexes from mammalian organisms","CORUM:5209","Ubiquilin-proteasome complex","5"
"8286","","Alzheimer 39 s disease","""WP""","PSMD4|E6|TCF19|PIGF|PAK1|RNASE7|SERHL2|KDM2A|H2AC4|ATG9A|PSMD12|USP14","12","225133","225255|225169|226027|226221|225163|226591|226289|226457|226409|225345|226255|226727","0.009828822663699804","0.12","100","0.04633204633204633","WikiPathways","WP:WP5124","Alzheimer 39 s disease","259"
"14819","","hsa-miR-320a","""MIRNA""","KDELR1|MEF2C|RPL21|UBAC2|ipi00768616-rat-pro|HIST2H2BF|KTN1|NOMO2|MAP7D1|UBC|Rtkn|TAT|WDR4|SUMO3|SNAPC3|CEP170|TRIM65|CELA2B|Ephb2","19","225133","226175|225911|226607|225833|226319|225955|226487|225991|226503|225383|225211|225217|226091|226019|225367|226369|226087|226127|225489","0.010596434423687387","0.11875","160","0.032758620689655175","mirTarBase miRNA targets","MIRNA:hsa-miR-320a","hsa-miR-320a","580"
"10842","","Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks","""REAC""","HERC2|LARS1|HAL|MID2|DOK4|TMEM31|SUMO3","7","225133","225507|226491|226435|225683|226139|226315|226019","0.010666985145765586","0.056910569105691054","123","0.09090909090909091","Reactome pathways","REAC:R-HSA-5693565","Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks","77"
"21031","","""Any process that modulates the physical form or the activity of a synapse, the junction between a neuron and a target (neuron, muscle, or secretory cell)."" [GOC:ai]","""IGI""|""IMP""|""ISS""|""IEA""|""IDA""","CCDC92|TANGO6|FAF2|TUBB2B|TTC3|SERHL2|UBC|FUZ|WDR4|SNAPC3|RAD23A","11","225133","226123|226677|226147|226699|226031|226289|225383|226161|226091|225367|225757","0.010821185102726921","0.06470588235294118","170","0.04417670682730924","Gene Ontology Biological Process","GO:0050803","regulation of synapse structure or activity","249"
"10842","","Protein ubiquitination","""REAC""","UBE2L3|CA10|PSMC1|MID2|DOK4|TMEM31|SUMO3","7","225133","225923|226115|226243|225683|226139|226315|226019","0.011609488083329246","0.056910569105691054","123","0.08974358974358974","Reactome pathways","REAC:R-HSA-8852135","Protein ubiquitination","78"
"10842","","DNA Double Strand Break Response","""REAC""","HERC2|LARS1|HAL|MID2|DOK4|TMEM31|SUMO3","7","225133","225507|226491|226435|225683|226139|226315|226019","0.011609488083329246","0.056910569105691054","123","0.08974358974358974","Reactome pathways","REAC:R-HSA-5693606","DNA Double Strand Break Response","78"
"8286","","Alzheimer 39 s disease and miRNA effects","""WP""","PSMD4|E6|TCF19|PIGF|PAK1|RNASE7|SERHL2|KDM2A|H2AC4|ATG9A|PSMD12|USP14","12","225133","225255|225169|226027|226221|225163|226591|226289|226457|226409|225345|226255|226727","0.011821452396582362","0.12","100","0.045454545454545456","WikiPathways","WP:WP2059","Alzheimer 39 s disease and miRNA effects","264"
"10842","","Nucleotide Excision Repair","""REAC""","CGGBP1|MID2|DOK4|TMEM31|SEM1|TAT|Arhgef15|EAPP","8","225133","225533|225683|226139|226315|226281|225217|225491|225975","0.013388578239181425","0.06504065040650407","123","0.07339449541284404","Reactome pathways","REAC:R-HSA-5696398","Nucleotide Excision Repair","109"
"10842","","Viral Infection Pathways","""REAC""","PSMD4|SMARCC2|MARF1|PARVA|MEOX1|E6|TCF19|AFTPH|PIGF|PAK1|RNASE7|TEPSIN|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12|TMEM31|Rtkn|WDR4|SUMO3","23","225133","225255|226295|225361|225995|225655|225169|226027|226035|226221|225163|226591|226307|225991|226457|226409|225345|225683|226139|226255|226315|225211|226091|226019","0.014167985940750027","0.18699186991869918","123","0.02843016069221261","Reactome pathways","REAC:R-HSA-9824446","Viral Infection Pathways","809"
"10842","","Adaptive Immune System","""REAC""","UBE2L3|HERC2|PSMD4|TP53BP2|E6|TCF19|HIST2H2BF|PIGF|PAK1|RNASE7|RPL17|CA10|PSMC1|TTC3|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12|TMEM31|WDR4","23","225133","225923|225507|225255|225805|225169|226027|225955|226221|225163|226591|226595|226115|226243|226031|225991|226457|226409|225345|225683|226139|226255|226315|226091","0.014167985940750027","0.18699186991869918","123","0.02843016069221261","Reactome pathways","REAC:R-HSA-1280218","Adaptive Immune System","809"
